,OID,VxHx_left,VxHx_top,VxHx_right,VxHx_btm,Area_Hex,Autopista,Ferrocarril_Int_CONV,Ferrocarril_estr_vel_conv,Ferrocarril_int_AVE,Ferrocarril_vel_conv,Via calzada unica,Via doble calzada,Via doble preferente,Via unica preferente,Arboles aislados,Vertedero,arenas,bosque,humedal,pradera,roquerios,Inst_E.E,Inst_E.EO,Inst_E.HC,Inst_E.HE,Inst_E.NU,Inst_E.OF,Inst_E.SO,Inst_E.TM,Max_WSP,Min_WSP,Mean_WSP,Calz_km,Calz_cnt,TTE_cnt,LTE_km,LTE_cnt,NA_km2,Na_cnt,UA_km2,UA_cnt,Den_P,Pend_m,InEl_km2,Con_kWh_hex,Con_kWh_Mun,Centerpoint_X,Centerpoint_Y,Prediccion_Eolica
19916,19917,374474.9337,4588975.523,375629.6342,4587975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12074788680778326,0.3217482663148741,0.31367651136016406,0.0,0.0,0.0,0.0,0.0,0.40835617837555166,0.3333333333333333,0.0,0.0,0.0008712587125871259,0.23066737381887303,0.0,0.00011061700550989827,0.0016436884926645397,375052.28394999995,4588475.523,1
19917,19918,374474.9337,4587975.523,375629.6342,4586975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12955475743071798,0.32527772045720216,0.3279467903050348,0.0,0.0,0.0,0.0,0.0,0.2945109962859857,0.3333333333333333,0.0,0.0,0.000973759737597376,0.1389857700046706,0.0,9.653299834031037e-05,0.000720651848072117,375052.28394999995,4587475.523,1
19932,19933,374474.9337,4572975.523,375629.6342,4571975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15420224644595681,0.31667767594249374,0.31764021118264396,0.0,0.0,0.0,0.0,0.0,0.15355007011607844,0.3333333333333333,0.0,0.0,0.006355063550635506,0.03781881921978164,0.0,0.0008789536851089103,0.00739965501100804,375052.28394999995,4572475.523,1
19933,19934,374474.9337,4571975.523,375629.6342,4570975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16205419999119652,0.3152370660399798,0.31800794376555497,0.008105720754984629,0.0028653295128939827,0.0,0.0,0.0,0.04515259085749538,0.3333333333333333,0.0,0.0,0.006355063550635506,0.01623672179982747,0.0,0.0008789536851089103,0.00739965501100804,375052.28394999995,4571475.523,1
20020,20021,375340.9591,4625475.523,376495.6596,4624475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6240712947165904,0.24569677540025625,0.20980484623447326,0.0,0.0,0.0,0.0,0.0,0.4472557331647495,0.3333333333333333,0.0,0.0,0.0002050020500205002,0.23012130097778566,0.0,3.4562589101844826e-05,0.0003855196066217396,375918.30935,4624975.523,1
20029,20030,375340.9591,4616475.523,376495.6596,4615475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5862952505276008,0.26999397157254135,0.23995965391045027,0.0,0.0,0.0,0.0,0.0,0.3285159065507334,0.3333333333333333,0.0,0.0,0.0002050020500205002,0.22986107947668993,0.0,2.84285412525834e-05,0.0003469432839573736,375918.30935,4615975.523,1
20030,20031,375340.9591,4615475.523,376495.6596,4614475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5751566079107363,0.31114715183094743,0.3018337148758794,0.0,0.0,0.0,0.0,0.0,0.4225200148450734,0.3333333333333333,0.0,0.0,0.0002050020500205002,0.302659493803244,0.0,2.84285412525834e-05,0.0003469432839573736,375918.30935,4614975.523,1
20056,20057,375340.9591,4589475.523,376495.6596,4588475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1396204923487051,0.30716871065900875,0.3231222907023057,0.0,0.0,0.0,0.0,0.0,0.2986339130615728,0.3333333333333333,0.0,0.0,0.0008712587125871259,0.2075817173592519,0.0,0.00011061700550989827,0.0016436884926645397,375918.30935,4588975.523,1
20160,20161,376206.9845,4624975.523,377361.685,4623975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6267249877296736,0.2264743247649731,0.20886627894569498,0.03624219425222405,0.017191977077363897,0.0,0.040368185945700796,0.058823529411764705,0.23950086542286111,0.3333333333333333,0.023253604053432055,1.0,0.0002050020500205002,0.15078578876551782,0.0,3.4562589101844826e-05,0.0003855196066217396,376784.33475000004,4624475.523,1
20189,20190,376206.9845,4595975.523,377361.685,4594975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22248588849543716,0.28916627366928616,0.2791405848463975,0.027840596006534313,0.014326647564469913,0.0,0.0,0.0,0.2307316654453137,0.3333333333333333,0.0,0.0,0.0002050020500205002,0.11337447088883931,0.0,2.74505932119563e-05,0.00020183808687194006,376784.33475000004,4595475.523,1
20202,20203,376206.9845,4582975.523,377361.685,4581975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1262829085170346,0.31498543500174836,0.3183954567291367,0.0,0.0,0.03389830508474576,0.12876017378165228,0.058823529411764705,0.3873971638983848,0.3333333333333333,0.0,0.0,5.125051250512505e-05,0.2945904593535144,0.0,5.1724313464897324e-05,0.0011561871522992352,376784.33475000004,4582475.523,1
20211,20212,376206.9845,4573975.523,377361.685,4572975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15663289870450792,0.31795803977214665,0.31944787894713156,0.0,0.0,0.0,0.0,0.0,0.37362439063225944,0.3333333333333333,0.0,0.0,0.005637556375563755,0.3063820844790928,0.0,0.0006273954690222713,0.0037791984518318967,376784.33475000004,4573475.523,1
20298,20299,377073.0099,4625475.523,378227.7104,4624475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6171336832439079,0.23697396726320596,0.20509894061049616,0.0,0.0,0.03389830508474576,0.11456651034338473,0.1764705882352941,0.39411247784124565,0.3333333333333333,0.0,0.0,0.00015375153751537513,0.24907510706798347,0.0,4.990451353243815e-05,0.00039846218745942237,377650.36014999996,4624975.523,1
20304,20305,377073.0099,4619475.523,378227.7104,4618475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5629535492827439,0.28300356275277183,0.2576950905536701,0.030702631809069653,0.0057306590257879654,0.0,0.0,0.0,0.09108669120392633,0.3333333333333333,0.0,0.0,0.001025010250102501,0.14435603553598358,0.0,0.00010626776144054873,0.0007642404930820814,377650.36014999996,4618975.523,1
20422,20423,377939.0353,4639975.523,379093.7359,4638975.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48957083545916447,0.23892018905941714,0.20716063320413003,0.024906103596090464,0.0028653295128939827,0.0,0.0,0.0,0.25843026006127795,0.3333333333333333,0.0,0.0,0.00010250102501025008,0.07846471530865733,0.0,2.2632789544612452e-05,0.0007586279146953184,378516.38560000004,4639475.523,1
20473,20474,377939.0353,4588975.523,379093.7359,4587975.523,866025.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12058615506461556,0.2884879215525551,0.2943901398099087,0.0,0.0,0.0,0.0,0.0,0.3169895319006103,0.3333333333333333,0.0,0.0,0.003485034850348503,0.24121555720387244,0.0,0.0002351410931959509,0.002460436073748387,378516.38560000004,4588475.523,1
20487,20488,377939.0353,4574975.523,379093.7359,4573975.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15511179875200132,0.3377554219095411,0.33407829622162044,0.031006295684276403,0.0057306590257879654,0.0,0.0,0.0,0.2703570440492851,0.5,0.0,0.0,0.005637556375563755,0.18940241640568223,0.0,0.0006273954690222713,0.0037791984518318967,378516.38560000004,4574475.523,1
20602,20603,378805.0607,4598475.523,379959.7613,4597475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21369148750193234,0.26572131608907523,0.25446994658149236,0.029483965473686553,0.0057306590257879654,0.0,0.0,0.0,0.3175794741407693,0.3333333333333333,0.0,0.0,0.00046125461254612545,0.15594660802764565,0.0,4.578663291604015e-05,0.00022547693103609195,379382.41099999996,4597975.523,1
20715,20716,379671.0861,4623975.523,380825.7867,4622975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5889512815962025,0.251824898153333,0.2244104497278534,0.0,0.0,0.0,0.0,0.0,0.4510439919585475,0.3333333333333333,0.0,0.0,0.0003587535875358753,0.28862381407414633,0.0,8.658825832478828e-05,0.0005626310878175823,380248.4364,4623475.523,1
20747,20748,379671.0861,4591975.523,380825.7867,4590975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1319288092619343,0.2947606153781611,0.3070211785768939,0.0,0.0,0.0,0.0,0.0,0.28932446865172845,0.3333333333333333,0.0,0.0,0.0008712587125871259,0.1586452451749134,0.0,0.00011061700550989827,0.0016436884926645397,380248.4364,4591475.523,1
20758,20759,379671.0861,4580975.523,380825.7867,4579975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1096102346172142,0.3057537481519188,0.28290215390390094,0.0,0.0,0.0,0.0,0.0,0.3607409255533999,0.3333333333333333,0.0,0.0,0.0012812628126281263,0.26480861249013826,0.0,0.00011234153813820093,0.0024192990237201775,380248.4364,4580475.523,1
20763,20764,379671.0861,4575975.523,380825.7867,4574975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16737592284390812,0.3281052096852245,0.33268118909640676,0.0,0.0,0.0,0.0,0.0,0.059488246362390036,0.3333333333333333,0.0,0.0,0.005637556375563755,0.063902711939398,0.0,0.0006273954690222713,0.0037791984518318967,380248.4364,4575475.523,1
21028,21029,381403.1369,4592975.523,382557.8375,4591975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1221598937392735,0.2640287885852526,0.2445572089670942,0.0,0.0,0.0,0.0,0.0,0.40301664941105986,0.3333333333333333,0.0,0.0,0.0026137761377613773,0.21451339460456248,0.0,0.0002518303694996149,0.003428140593947718,381980.4872,4592475.523,1
21042,21043,381403.1369,4578975.523,382557.8375,4577975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1534164974268969,0.29447812149649766,0.2813931640005194,0.0,0.0,0.0,0.0,0.0,0.2608108001102123,0.3333333333333333,0.0,0.0,0.0028187781877818774,0.22845635861136476,0.0,0.00027618769167253007,0.002279713789645702,381980.4872,4578475.523,1
21048,21049,381403.1369,4572975.523,382557.8375,4571975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1894150836177143,0.32303797210084917,0.3327966923906789,0.0,0.0,0.0,0.0,0.0,0.08285784284957902,0.3333333333333333,0.0,0.0,0.0026137761377613773,0.07654521584826297,0.0,0.00024762694273254576,0.003311540881234569,381980.4872,4572475.523,1
21110,21111,382269.1623,4650475.523,383423.8629,4649475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45049132531881464,0.3095567554078965,0.3073784028325741,0.02405540300138333,0.008595988538681949,0.0,0.0,0.0,0.4224105809153065,0.3333333333333333,0.0,0.0,0.0008712587125871259,0.26557080263163696,0.0,0.00012682216836999146,0.0020016633114272177,382846.5126,4649975.523,1
21172,21173,382269.1623,4588475.523,383423.8629,4587475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13427027444436634,0.2624531501606858,0.262817149484075,0.04750099943986454,0.017191977077363897,0.0,0.0,0.0,0.24675979460982284,0.3333333333333333,0.0,0.0,0.0019475194751947518,0.24101564962385727,0.0,0.0004028387677411792,0.004090149013771766,382846.5126,4587975.523,1
21179,21180,382269.1623,4581475.523,383423.8629,4580475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156115246718194,0.3014615777228843,0.2921860991196641,0.0,0.0,0.0,0.0,0.0,0.25769392583635653,0.3333333333333333,0.0,0.0,0.004766297662976629,0.1372936254237662,0.0,0.0005560441272281276,0.004960910632670896,382846.5126,4580975.523,1
21182,21183,382269.1623,4578475.523,383423.8629,4577475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16288987623746676,0.2904936338436266,0.29733370770843504,0.03099048441295178,0.0057306590257879654,0.0,0.0,0.0,0.04438168642599447,0.16666666666666666,0.0,0.0,0.0028187781877818774,0.0444036496855075,0.0,0.00027618769167253007,0.002279713789645702,382846.5126,4577975.523,1
21302,21303,383135.1877,4599975.523,384289.8883,4598975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1826221880397062,0.2811115873471053,0.2463631694963453,0.0,0.0,0.0,0.04215085541599735,0.058823529411764705,0.09435969244913797,0.3333333333333333,0.0,0.0,0.003382533825338253,0.09283535566253578,0.0,0.0005682733577550159,0.0017810994703138575,383712.538,4599475.523,1
21321,21322,383135.1877,4580975.523,384289.8883,4579975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16428369829270484,0.29432211655718177,0.2841106409705785,0.0,0.0,0.0,0.0,0.0,0.388673270459498,0.3333333333333333,0.0,0.0,0.004766297662976629,0.24983057033906356,0.0,0.0005560441272281276,0.004960910632670896,383712.538,4580475.523,1
21333,21334,383135.1877,4568975.523,384289.8883,4567975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1687572103237297,0.3155943815411424,0.3361112307320475,0.0,0.0,0.05084745762711865,0.17916170345472734,0.058823529411764705,0.07498317034401557,0.3333333333333333,0.0,0.0,0.0004100041000410004,0.027751417123006977,0.0,0.01530784377739667,0.06234361763526637,383712.538,4568475.523,1
21583,21584,384867.2385,4601975.523,386021.9391,4600975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1817580005053122,0.25261498121392756,0.22579507637478713,0.0,0.0,0.01694915254237288,0.14724814099572547,0.058823529411764705,0.38713659535655753,0.3333333333333333,0.0,0.0,0.06201312013120131,0.20014425711932696,0.0,0.005254555592807123,0.013853575243589763,385444.5888,4601475.523,1
21595,21596,384867.2385,4589975.523,386021.9391,4588975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12015010771048329,0.26396975659131605,0.26756388157827526,0.0,0.0,0.0,0.17612389282181345,0.058823529411764705,0.041366388076445194,0.5,0.007271471756452071,1.0,0.0026137761377613773,0.23181233064393464,0.0,0.0002518303694996149,0.003428140593947718,385444.5888,4589475.523,1
21600,21601,384867.2385,4584975.523,386021.9391,4583975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15916319434302262,0.27492901760932964,0.2606504619234,0.0,0.0,0.0,0.0,0.0,0.018248839594615495,0.3333333333333333,0.0,0.0,0.004766297662976629,0.019386513104607105,0.0,0.0005560441272281276,0.004960910632670896,385444.5888,4584475.523,1
21613,21614,384867.2385,4571975.523,386021.9391,4570975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18431856097358967,0.2938922432848312,0.3064914646921528,0.0,0.0,0.06779661016949153,0.33659237218891735,0.11764705882352941,0.03432111088528547,0.16666666666666666,0.0,0.0,0.0026137761377613773,0.07487115160070301,0.0,0.00024762694273254576,0.003311540881234569,385444.5888,4571475.523,1
21740,21741,385733.2639,4586475.523,386887.9645,4585475.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1513090001612446,0.27812259116868177,0.2351891971334812,0.03036362946684843,0.014326647564469913,0.0,0.0,0.0,0.04264573431155538,0.3333333333333333,0.039653282864019236,1.0,0.0019475194751947518,0.059524469147217235,0.0,0.0004028387677411792,0.004090149013771766,386310.6142,4585975.523,1
21741,21742,385733.2639,4585475.523,386887.9645,4584475.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14486387410506263,0.26773639899277657,0.25174505196868213,0.030295056244167794,0.008595988538681949,0.0,0.0,0.0,0.03026930615127723,0.3333333333333333,0.09405640679307971,1.0,0.004766297662976629,0.023167504800329496,0.0,0.0005560441272281276,0.004960910632670896,386310.6142,4584975.523,1
21743,21744,385733.2639,4583475.523,386887.9645,4582475.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15341904655687155,0.2793445820994762,0.2553469062263074,0.029007405742463313,0.0028653295128939827,0.0,0.0,0.0,0.05677789929019643,0.3333333333333333,0.0,0.0,0.004766297662976629,0.04448716852925466,0.0,0.0005560441272281276,0.004960910632670896,386310.6142,4582975.523,1
21756,21757,385733.2639,4570475.523,386887.9645,4569475.523,866025.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17493436923913885,0.3064492080843685,0.28163529705319124,0.03169131226421828,0.014326647564469913,0.0,0.0,0.0,0.23925997211339706,0.3333333333333333,0.0,0.0,0.0026137761377613773,0.2017918495010047,0.0,0.00024762694273254576,0.003311540881234569,386310.6142,4569975.523,1
21868,21869,386599.2894,4598975.523,387753.9899,4597975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15571358826397452,0.2482937532888485,0.22150067331297252,0.010896263947790419,0.0057306590257879654,0.03389830508474576,0.14961404488739574,0.058823529411764705,0.2547229532058979,0.5,0.0,0.0,0.013530135301353014,0.13461977013067,0.0,0.0010156310811131307,0.004394777520425972,387176.63965,4598475.523,1
21879,21880,386599.2894,4587975.523,387753.9899,4586975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1601743221721329,0.25166278942046927,0.23363543645777884,0.0,0.0,0.0,0.0,0.0,0.31265631911675135,0.5,0.0,0.0,0.0019475194751947518,0.1512851046938225,0.0,0.0004028387677411792,0.004090149013771766,387176.63965,4587475.523,1
22022,22023,387465.3148,4587475.523,388620.0153,4586475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1416727043432514,0.2383115863957158,0.21177222879883906,0.02051088217387195,0.011461318051575931,0.0,0.0,0.0,0.14069703242942636,0.5,0.0,0.0,0.0019475194751947518,0.02593454285566157,0.0,0.0004028387677411792,0.004090149013771766,388042.66505,4586975.523,1
22039,22040,387465.3148,4570475.523,388620.0153,4569475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18950922282531246,0.30820440693321016,0.2795483197170039,0.0,0.0,0.0,0.0,0.0,0.31708569012299503,0.3333333333333333,0.0,0.0,0.0026137761377613773,0.2859740580653436,0.0,0.00024762694273254576,0.003311540881234569,388042.66505,4569975.523,1
22161,22162,388331.3402,4589975.523,389486.0407,4588975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1579424858151065,0.2326194120522298,0.2162003554758114,0.0,0.0,0.0,0.0,0.0,0.37051422377214893,0.5,0.0,0.0,0.008815088150881509,0.1856941682250147,0.0,0.0005364540587244324,0.0020701848547254533,388908.69045,4589475.523,1
22181,22182,388331.3402,4569975.523,389486.0407,4568975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1776641789485346,0.2972664662081522,0.2920812513280746,0.0,0.0,0.0,0.0,0.0,0.3683356541912359,0.5,0.0,0.0,0.0026137761377613773,0.2793831565476648,0.0,0.00024762694273254576,0.003311540881234569,388908.69045,4569475.523,1
22322,22323,389197.3656,4570475.523,390352.0661,4569475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18680906095880634,0.2920473501927753,0.29542022079437835,0.0,0.0,0.0,0.0,0.0,0.33549255191535954,0.5,0.0,0.0,0.0026137761377613773,0.2465269461476286,0.0,0.00024762694273254576,0.003311540881234569,389774.71585000004,4569975.523,1
22443,22444,390063.391,4593975.523,391218.0915,4592975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16290528467279108,0.20794971253568162,0.19002425951835877,0.0013888311383634627,0.0028653295128939827,0.0,0.0,0.0,0.09940716497385166,0.5,0.0,0.0,0.0026137761377613773,0.06882132052682995,0.0,0.0002518303694996149,0.003428140593947718,390640.74124999996,4593475.523,1
22446,22447,390063.391,4590975.523,391218.0915,4589975.523,866025.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14841094787352305,0.19577103965456988,0.18345679047958519,0.029204619545866194,0.020057306590257878,0.0,0.0,0.0,0.1407150051509562,0.3333333333333333,0.01967529035513018,1.0,0.023062730627306273,0.10605198553215588,0.0,0.007295587669824625,0.010489570259547961,390640.74124999996,4590475.523,1
22594,22595,390929.4164,4585475.523,392084.1169,4584475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1721868292753973,0.24778183700744927,0.20425215193322166,0.04911567025621157,0.017191977077363897,0.0,0.0,0.0,0.05109792175449048,0.3333333333333333,0.06103435323613918,1.0,0.007175071750717506,0.015622742426120525,0.0,0.000647730158440638,0.0017164219610407985,391506.76665,4584975.523,1
22738,22739,391795.4418,4584975.523,392950.1423,4583975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19244304411516222,0.1942652939645717,0.18941610111801244,0.026827286213533055,0.0057306590257879654,0.0,0.0,0.0,0.007024811710968332,0.3333333333333333,0.009102676469240418,1.0,0.007175071750717506,0.012931132489363237,0.0,0.000647730158440638,0.0017164219610407985,392372.79205,4584475.523,1
23014,23015,393527.4926,4593975.523,394682.1931,4592975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18830864755324683,0.2110071113206714,0.17601995604928922,0.010401125518084213,0.0028653295128939827,0.0,0.0,0.0,0.22569616637254242,0.3333333333333333,0.0,0.0,0.004766297662976629,0.1470153440185268,0.0,0.0003455967275579922,0.0016734893676088728,394104.84285,4593475.523,1
23097,23098,394393.518,4654475.523,395548.2185,4653475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22973457500750827,0.32968024632732873,0.3161960667831569,0.04143562729159086,0.011461318051575931,0.0,0.0,0.0,0.22387298709053882,0.5,0.0,0.0,0.00030750307503075026,0.12469985698082857,0.0,2.8148572032205067e-05,0.00032864745151047115,394970.86825,4653975.523,1
23182,23183,394393.518,4569475.523,395548.2185,4568475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15166932049498405,0.27035951143402426,0.2515507803728114,0.0,0.0,0.05084745762711865,0.24600619995039583,0.1764705882352941,0.2790224706890124,0.3333333333333333,0.0,0.0,0.03966789667896679,0.2972083573507279,0.0,0.0032472948418823715,0.03503963384645984,394970.86825,4568975.523,1
23238,23239,395259.5434,4654975.523,396414.2439,4653975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22248496301512788,0.30379844230615527,0.28715835021852776,0.0036339113800366116,0.0028653295128939827,0.0,0.0,0.0,0.2665696929571772,0.3333333333333333,0.0,0.0,0.00030750307503075026,0.1331477569638426,0.0,2.8148572032205067e-05,0.00032864745151047115,395836.89365,4654475.523,1
23243,23244,395259.5434,4649975.523,396414.2439,4648975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24751352260682935,0.3178278255097935,0.3173722635557936,0.0,0.0,0.0,0.0,0.0,0.27669283263510697,0.3333333333333333,0.0,0.0,0.0002562525625256252,0.27188264685031943,0.0,4.690456556685641e-05,0.0010678736161128845,395836.89365,4649475.523,1
23302,23303,395259.5434,4590975.523,396414.2439,4589975.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19024442763028937,0.18306076360864398,0.14446197761949997,0.0297834200515304,0.0057306590257879654,0.0,0.0,0.0,0.25134970680003854,0.3333333333333333,0.0,0.0,0.014965149651496515,0.15344444072868496,0.0,0.0012945212728968974,0.020522770741373483,395836.89365,4590475.523,1
23319,23320,395259.5434,4573975.523,396414.2439,4572975.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19490087626911168,0.261900341328147,0.24878897415678525,0.0,0.0,0.0,0.0,0.0,0.30065181032070687,0.3333333333333333,0.0,0.0,0.006611316113161131,0.11874275237654314,0.0,0.003268504610095183,0.025863369243445487,395836.89365,4573475.523,1
23380,23381,396125.5688,4654475.523,397280.2693,4653475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17325989933924124,0.32574579258776504,0.31171304366280617,0.0,0.0,0.0,0.0,0.0,0.17697435334943884,0.3333333333333333,0.0,0.0,0.0002562525625256252,0.1689225198111941,0.0,4.691623095103885e-05,0.0003034500529476222,396702.91905,4653975.523,1
23382,23383,396125.5688,4652475.523,397280.2693,4651475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22618014610606363,0.33302609950599094,0.31114320975000864,0.0,0.0,0.0,0.0,0.0,0.15743557386556603,0.3333333333333333,0.020476414145818925,1.0,0.0002562525625256252,0.17626759282214852,0.0,4.691623095103885e-05,0.0003034500529476222,396702.91905,4651975.523,1
23455,23456,396125.5688,4579475.523,397280.2693,4578475.523,866025.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17378922536664898,0.21292464815283874,0.19882117173029212,0.008050031022551503,0.0057306590257879654,0.06779661016949153,0.13961137504728213,0.058823529411764705,0.03794642810307925,0.3333333333333333,0.023567311187445872,1.0,0.0029212792127921274,0.03938980361710196,0.0,0.0006515797352208402,0.0053366481296325315,396702.91905,4578975.523,1
23667,23668,397857.6196,4648475.523,399012.3201,4647475.523,866025.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20468487549716363,0.3431535538793462,0.3475844696578232,0.0,0.0,0.0,0.0,0.0,0.17716675531886505,0.3333333333333333,0.0,0.0,5.125051250512505e-05,0.17829451403886268,0.0,1.927899159216366e-05,0.00043044424786904526,398434.96985,4647975.523,1
